isbn,title,author,year,publisher,coverMedium,avgRating,ratingCount
0156586509,Memories of a Catholic Girlhood (A Harvest/Hbj Book),Mary McCarthy,1972,Harvest Books,http://images.amazon.com/images/P/0156586509.01.MZZZZZZZ.jpg,7.83,6
0316809063,Maniac Magee,Jerry Spinelli,1999,"Little, Brown",http://images.amazon.com/images/P/0316809063.01.MZZZZZZZ.jpg,7.83,6
8484505294,Bridget Jones Sobrevivre/Edge of Reason,Helen Fielding,2002,Distribooks Inc,http://images.amazon.com/images/P/8484505294.01.MZZZZZZZ.jpg,7.83,6
0886779898,Brightly Burning,Mercedes Lackey,2001,Daw Books,http://images.amazon.com/images/P/0886779898.01.MZZZZZZZ.jpg,7.83,6
2070406962,Des chrÃ?Â©tiens et des maures,Daniel Pennac,1999,Gallimard,http://images.amazon.com/images/P/2070406962.01.MZZZZZZZ.jpg,7.83,6
0875421857,Spell Crafts: Creating Magical Objects (Llewellyn's Practical Magic),Scott Cunningham,1993,Llewellyn Publications,http://images.amazon.com/images/P/0875421857.01.MZZZZZZZ.jpg,7.83,6
0345302834,Castle Roogna #03,Piers Anthony,1981,Del Rey Books,http://images.amazon.com/images/P/0345302834.01.MZZZZZZZ.jpg,7.83,6
0345440080,Seven Dials,ANNE PERRY,2004,Ballantine Books,http://images.amazon.com/images/P/0345440080.01.MZZZZZZZ.jpg,7.83,6
184149058X,Nothing But Blue Skies,Tom Holt,2002,Orbit Book Co.,http://images.amazon.com/images/P/184149058X.01.MZZZZZZZ.jpg,7.83,6
1560768401,"Night of the Eye (Dragonlance Defenders of Magic, Vol. 1)",Mary Kirchoff,1994,Wizards of the Coast,http://images.amazon.com/images/P/1560768401.01.MZZZZZZZ.jpg,7.83,6
0689846673,Dovey Coe (Aladdin Fiction),Frances O'Roark Dowell,2001,Aladdin,http://images.amazon.com/images/P/0689846673.01.MZZZZZZZ.jpg,7.83,6
2070360105,"Chute (Folio, No 10)",Albert Camus,1956,Bantam Books,http://images.amazon.com/images/P/2070360105.01.MZZZZZZZ.jpg,7.83,6
0812510011,N-Space,Larry Niven,1991,Tor Science Fiction,http://images.amazon.com/images/P/0812510011.01.MZZZZZZZ.jpg,7.83,6
0451526775,The Tragedy of Macbeth: With New and Updated Critical Essays and a Revised Bibliography (The Signet Classic Shakespeare),William Shakespeare,1998,Signet Book,http://images.amazon.com/images/P/0451526775.01.MZZZZZZZ.jpg,7.83,6
0393057658,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,2003,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393057658.01.MZZZZZZZ.jpg,7.83,6
0836252926,Wallace &amp; Gromit: Cheese Lover's Yearbook,Geoff Tibballs,1997,Andrews McMeel Pub,http://images.amazon.com/images/P/0836252926.01.MZZZZZZZ.jpg,7.83,6
342312721X,G.A.S. ( GAS). Die Trilogie der Stadtwerke.,Matt Ruff,2000,Dtv,http://images.amazon.com/images/P/342312721X.01.MZZZZZZZ.jpg,7.83,6
0671644467,The Taming,Jude Deveraux,1989,Pocket,http://images.amazon.com/images/P/0671644467.01.MZZZZZZZ.jpg,7.83,6
0743205383,Fay: A Novel,Larry Brown,2001,Touchstone,http://images.amazon.com/images/P/0743205383.01.MZZZZZZZ.jpg,7.83,6
0884860884,Seasons of the Heart/Four Complete Novels in One Book,Janette Oke,1993,Bbs Pub Corp,http://images.amazon.com/images/P/0884860884.01.MZZZZZZZ.jpg,7.83,6
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,7.82,208
0671004107,Contact,Carl Sagan,1997,Pocket,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,7.82,67
0446611808,Envy,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg,7.82,50
0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.MZZZZZZZ.jpg,7.82,45
0316693286,Pop Goes the Weasel,James Patterson,1999,Replica Books,http://images.amazon.com/images/P/0316693286.01.MZZZZZZZ.jpg,7.82,34
0316154059,City of Bones,Michael Connelly,2002,Warner Books,http://images.amazon.com/images/P/0316154059.01.MZZZZZZZ.jpg,7.82,34
0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,Ballantine Books,http://images.amazon.com/images/P/0449911004.01.MZZZZZZZ.jpg,7.82,33
0449203794,Space,James A. Michener,1988,Fawcett Books,http://images.amazon.com/images/P/0449203794.01.MZZZZZZZ.jpg,7.82,33
0671519816,Inca Gold (Clive Cussler),Clive Cussler,1995,Pocket,http://images.amazon.com/images/P/0671519816.01.MZZZZZZZ.jpg,7.82,22
0679419454,Disclosure,Michael Crichton,1994,Alfred A. Knopf,http://images.amazon.com/images/P/0679419454.01.MZZZZZZZ.jpg,7.82,22
0375502025,The Greatest Generation,TOM BROKAW,1998,Random House,http://images.amazon.com/images/P/0375502025.01.MZZZZZZZ.jpg,7.82,22
0399145990,The River King,Alice Hoffman,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399145990.01.MZZZZZZZ.jpg,7.82,22
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,http://images.amazon.com/images/P/015216250X.01.MZZZZZZZ.jpg,7.82,17
0805010858,I Is for Innocent (A Kinsey Millhone Mystery),Sue Grafton,1992,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805010858.01.MZZZZZZZ.jpg,7.82,17
0553574086,Critical Judgment,Michael Palmer,1998,Bantam Books,http://images.amazon.com/images/P/0553574086.01.MZZZZZZZ.jpg,7.82,17
0553268929,The Great Santini,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268929.01.MZZZZZZZ.jpg,7.82,17
0151006725,Slammerkin,Emma Donoghue,2001,Harcourt,http://images.amazon.com/images/P/0151006725.01.MZZZZZZZ.jpg,7.82,11
0553582925,Tick Tock,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553582925.01.MZZZZZZZ.jpg,7.82,11
0375507523,Bushwhacked : Life in George W. Bush's America,MOLLY IVINS,2003,Random House,http://images.amazon.com/images/P/0375507523.01.MZZZZZZZ.jpg,7.82,11
042516876X,Range of Motion,Elizabeth Berg,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042516876X.01.MZZZZZZZ.jpg,7.82,11
0553562398,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1993,Bantam,http://images.amazon.com/images/P/0553562398.01.MZZZZZZZ.jpg,7.82,11
0140386351,A Girl Named Disaster,Nancy Farmer,1998,Puffin Books,http://images.amazon.com/images/P/0140386351.01.MZZZZZZZ.jpg,7.82,11
0743211227,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743211227.01.MZZZZZZZ.jpg,7.82,11
0515113328,The Cat Who Went into the Closet,Lilian Jackson Braun,1995,Jove Books,http://images.amazon.com/images/P/0515113328.01.MZZZZZZZ.jpg,7.82,11
0140043128,One Flew over the Cuckoo's Nest,Ken Kesey,1976,Penguin Books,http://images.amazon.com/images/P/0140043128.01.MZZZZZZZ.jpg,7.82,11
0553347756,Wild Mind: Living the Writer's Life,Natalie Goldberg,1990,Bantam,http://images.amazon.com/images/P/0553347756.01.MZZZZZZZ.jpg,7.82,11
0061093343,Fault Lines,Anne Rivers Siddons,1996,HarperTorch,http://images.amazon.com/images/P/0061093343.01.MZZZZZZZ.jpg,7.82,11
082177512X,Say No to Joe?,Lori Foster,2003,Zebra Books (Mass Market),http://images.amazon.com/images/P/082177512X.01.MZZZZZZZ.jpg,7.82,11
0553566032,The Scorpio Illusion,Robert Ludlum,1994,Bantam Books,http://images.amazon.com/images/P/0553566032.01.MZZZZZZZ.jpg,7.82,11
0451201744,The Walking,Bentley Little,2000,Signet Book,http://images.amazon.com/images/P/0451201744.01.MZZZZZZZ.jpg,7.82,11
0553298178,Garden of Rama,Arthur C. Clarke,1992,Bantam,http://images.amazon.com/images/P/0553298178.01.MZZZZZZZ.jpg,7.82,11
0380756269,Man of My Dreams (Sherring Cross (Paperback)),Johanna Lindsey,1992,Avon,http://images.amazon.com/images/P/0380756269.01.MZZZZZZZ.jpg,7.82,11
0345358805,King of the Murgos (Malloreon (Paperback Random House)),David Eddings,1995,Del Rey Books,http://images.amazon.com/images/P/0345358805.01.MZZZZZZZ.jpg,7.82,11
0394572343,Breathing Lessons,Anne Tyler,1988,Random House Inc,http://images.amazon.com/images/P/0394572343.01.MZZZZZZZ.jpg,7.82,11
0811214982,The Red Notebook: True Stories,Paul Auster,2002,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811214982.01.MZZZZZZZ.jpg,7.82,11
0440117658,Deadeye Dick,"Kurt, Jr. Vonnegut",1996,Dell Publishing Company,http://images.amazon.com/images/P/0440117658.01.MZZZZZZZ.jpg,7.82,11
0949206318,My Place,Sally Morgan,2000,Intl Specialized Book Service Inc,http://images.amazon.com/images/P/0949206318.01.MZZZZZZZ.jpg,7.82,11
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,7.81,256
0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,http://images.amazon.com/images/P/0066214122.01.MZZZZZZZ.jpg,7.81,91
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,7.81,77
0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",http://images.amazon.com/images/P/0316777722.01.MZZZZZZZ.jpg,7.81,57
0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399146253.01.MZZZZZZZ.jpg,7.81,42
0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.MZZZZZZZ.jpg,7.81,42
055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,7.81,37
0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.MZZZZZZZ.jpg,7.81,36
0345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books,http://images.amazon.com/images/P/0345447867.01.MZZZZZZZ.jpg,7.81,32
0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell,http://images.amazon.com/images/P/0440217520.01.MZZZZZZZ.jpg,7.81,27
0671741195,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.MZZZZZZZ.jpg,7.81,27
0743406176,If Only It Were True,Marc Levy,2000,Atria,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,7.81,26
0688177743,Keeping Faith : A Novel,Jodi Picoult,2000,Perennial,http://images.amazon.com/images/P/0688177743.01.MZZZZZZZ.jpg,7.81,26
0767912233,Babyville,JANE GREEN,2003,Broadway,http://images.amazon.com/images/P/0767912233.01.MZZZZZZZ.jpg,7.81,21
0812513738,"The Shadow Rising (The Wheel of Time, Book 4)",Robert Jordan,1993,Tor Fantasy,http://images.amazon.com/images/P/0812513738.01.MZZZZZZZ.jpg,7.81,21
0345384911,Crystal Line,Anne McCaffrey,1993,Del Rey Books,http://images.amazon.com/images/P/0345384911.01.MZZZZZZZ.jpg,7.81,21
0452284937,Girl With a Pearl Earring,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284937.01.MZZZZZZZ.jpg,7.81,21
0425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425097722.01.MZZZZZZZ.jpg,7.81,21
0517556278,Mammoth Hunters (Earth's Children),Jean M. Auel,1990,Crown Publishers,http://images.amazon.com/images/P/0517556278.01.MZZZZZZZ.jpg,7.81,21
0380789884,Pearl Cove (Donovan),Elizabeth Lowell,2000,Avon,http://images.amazon.com/images/P/0380789884.01.MZZZZZZZ.jpg,7.81,21
0515118559,True Betrayals,Nora Roberts,1996,Jove Books,http://images.amazon.com/images/P/0515118559.01.MZZZZZZZ.jpg,7.81,21
0380796090,Watermelon,Marian Keyes,1999,Avon,http://images.amazon.com/images/P/0380796090.01.MZZZZZZZ.jpg,7.81,16
0425183750,Blood Lure,Nevada Barr,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425183750.01.MZZZZZZZ.jpg,7.81,16
0515087947,The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun,1995,Jove Books,http://images.amazon.com/images/P/0515087947.01.MZZZZZZZ.jpg,7.81,16
0553109588,More Letters from a Nut,Ted L. Nancy,1998,Bantam,http://images.amazon.com/images/P/0553109588.01.MZZZZZZZ.jpg,7.81,16
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,7.8,163
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,7.8,158
0375502238,Blessings,ANNA QUINDLEN,2002,Random House,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg,7.8,56
0385508417,Skipping Christmas,JOHN GRISHAM,2002,Doubleday,http://images.amazon.com/images/P/0385508417.01.MZZZZZZZ.jpg,7.8,45
0441005489,"Redwall (Redwall, Book 1)",Brian Jacques,1998,Ace Books,http://images.amazon.com/images/P/0441005489.01.MZZZZZZZ.jpg,7.8,45
0425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179613.01.MZZZZZZZ.jpg,7.8,40
0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam,http://images.amazon.com/images/P/0553580191.01.MZZZZZZZ.jpg,7.8,40
0446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books,http://images.amazon.com/images/P/0446611239.01.MZZZZZZZ.jpg,7.8,30
0451167805,Firestarter,Stephen King,2003,Signet Book,http://images.amazon.com/images/P/0451167805.01.MZZZZZZZ.jpg,7.8,30
0451147367,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,1991,New Amer Library,http://images.amazon.com/images/P/0451147367.01.MZZZZZZZ.jpg,7.8,25
0451191137,Anthem,Ayn Rand,1996,Signet Book,http://images.amazon.com/images/P/0451191137.01.MZZZZZZZ.jpg,7.8,25
0684810395,Pretend You Don't See Her,Mary Higgins Clark,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684810395.01.MZZZZZZZ.jpg,7.8,25
0374172897,The Hours : A Novel,Michael Cunningham,1998,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374172897.01.MZZZZZZZ.jpg,7.8,25
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,7.8,20
0380805995,Kiss of the Bees: A Novel of Suspense,J.A. Jance,2001,Avon,http://images.amazon.com/images/P/0380805995.01.MZZZZZZZ.jpg,7.8,20
0821769367,The Night Before,Lisa Jackson,2003,Zebra Books,http://images.amazon.com/images/P/0821769367.01.MZZZZZZZ.jpg,7.8,20
0767903862,In a Sunburned Country,Bill Bryson,2001,Broadway Books,http://images.amazon.com/images/P/0767903862.01.MZZZZZZZ.jpg,7.8,20
034529873X,Moreta: Dragonlady of Pern,Anne McCaffrey,1991,Del Rey Books,http://images.amazon.com/images/P/034529873X.01.MZZZZZZZ.jpg,7.8,20
0380619458,The Mosquito Coast,Paul Theroux,1990,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,7.8,15
0446609781,Beneath the Skin,Nicci French,2001,Warner Books,http://images.amazon.com/images/P/0446609781.01.MZZZZZZZ.jpg,7.8,15
0375708278,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,2000,Vintage Books USA,http://images.amazon.com/images/P/0375708278.01.MZZZZZZZ.jpg,7.8,15
0449910830,The All-True Travels and Adventures of Lidie Newton: A Novel (Ballantine Reader's Circle),Jane Smiley,1999,Ballantine Books,http://images.amazon.com/images/P/0449910830.01.MZZZZZZZ.jpg,7.8,15
0060084405,Bread Alone : A Novel,Judith R. Hendricks,2002,Perennial,http://images.amazon.com/images/P/0060084405.01.MZZZZZZZ.jpg,7.8,15
0449006565,The Whitechapel Conspiracy,Anne Perry,2002,Ballantine Books,http://images.amazon.com/images/P/0449006565.01.MZZZZZZZ.jpg,7.8,15
0449205878,Poland,James A. Michener,1990,Fawcett Books,http://images.amazon.com/images/P/0449205878.01.MZZZZZZZ.jpg,7.8,15
044900483X,Children of God (Ballantine Readers Circle),Mary Doria Russell,1999,Ballantine Books,http://images.amazon.com/images/P/044900483X.01.MZZZZZZZ.jpg,7.8,15
0061096105,Rough Justice,Lisa Scottoline,1998,HarperTorch,http://images.amazon.com/images/P/0061096105.01.MZZZZZZZ.jpg,7.8,15
0515128015,Eclipse Bay,Jayne Ann Krentz,2000,Jove Books,http://images.amazon.com/images/P/0515128015.01.MZZZZZZZ.jpg,7.8,15
0439324599,Cut,Patricia McCormick,2002,Push,http://images.amazon.com/images/P/0439324599.01.MZZZZZZZ.jpg,7.8,15
0553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,http://images.amazon.com/images/P/0553569783.01.MZZZZZZZ.jpg,7.8,15
0679447156,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),Andrew Weil,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0679447156.01.MZZZZZZZ.jpg,7.8,15
0399149864,Pattern Recognition,William Gibson,2003,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399149864.01.MZZZZZZZ.jpg,7.8,15
0399152288,R is for Ricochet,Sue Grafton,2004,Putnam Publishing Group,http://images.amazon.com/images/P/0399152288.01.MZZZZZZZ.jpg,7.8,15
0451203046,Light a Penny Candle,Maeve Binchy,2001,Signet Book,http://images.amazon.com/images/P/0451203046.01.MZZZZZZZ.jpg,7.8,10
0743213831,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone,http://images.amazon.com/images/P/0743213831.01.MZZZZZZZ.jpg,7.8,10
0380730359,"Gone, Baby, Gone: A Novel",Dennis Lehane,1999,HarperTorch,http://images.amazon.com/images/P/0380730359.01.MZZZZZZZ.jpg,7.8,10
0679459596,Billy Straight: A Novel,Jonathan Kellerman,1999,Random House Trade,http://images.amazon.com/images/P/0679459596.01.MZZZZZZZ.jpg,7.8,10
0425193896,Cutwork,Monica Ferris,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425193896.01.MZZZZZZZ.jpg,7.8,10
0140304770,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin,1971,Penguin Books,http://images.amazon.com/images/P/0140304770.01.MZZZZZZZ.jpg,7.8,10
0061000078,Billy Bathgate: A Novel,E. L. Doctorow,1991,Harper Mass Market Paperbacks,http://images.amazon.com/images/P/0061000078.01.MZZZZZZZ.jpg,7.8,10
0446613053,The Crush,Sandra Brown,2003,Warner Books,http://images.amazon.com/images/P/0446613053.01.MZZZZZZZ.jpg,7.8,10
038079439X,Expendable,James Alan Gardner,1999,Eos,http://images.amazon.com/images/P/038079439X.01.MZZZZZZZ.jpg,7.8,10
1551666650,Hurricane Bay,Heather Graham,2003,Mira Books,http://images.amazon.com/images/P/1551666650.01.MZZZZZZZ.jpg,7.8,10
0099740516,Fall on Your Knees,Ann-Marie MacDonald,1997,Vintage,http://images.amazon.com/images/P/0099740516.01.MZZZZZZZ.jpg,7.8,10
0441516645,Glory Lane,Alan Dean Foster,1991,Ace Books,http://images.amazon.com/images/P/0441516645.01.MZZZZZZZ.jpg,7.8,10
0446601853,Charade,Sandra Brown,1995,Warner Books,http://images.amazon.com/images/P/0446601853.01.MZZZZZZZ.jpg,7.8,10
0553211765,Tale of Two Cities (Bantam Classic),Charles Dickens,1989,Bantam,http://images.amazon.com/images/P/0553211765.01.MZZZZZZZ.jpg,7.8,10
0449213358,Hawaii,James A. Michener,1994,Fawcett Books,http://images.amazon.com/images/P/0449213358.01.MZZZZZZZ.jpg,7.8,10
0312925581,James Herriot's Dog Stories,James Herriot,1993,St. Martin's Press,http://images.amazon.com/images/P/0312925581.01.MZZZZZZZ.jpg,7.8,10
0425138232,Eye of the Storm,Jack Higgins,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425138232.01.MZZZZZZZ.jpg,7.8,10
0380871556,A Gentle Feuding,Johanna Lindsey,1984,Avon,http://images.amazon.com/images/P/0380871556.01.MZZZZZZZ.jpg,7.8,10
0425162591,McNally's Gamble (Archy McNally Novels (Paperback)),Lawrence Sanders,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425162591.01.MZZZZZZZ.jpg,7.8,10
0449217205,Straight,Dick Francis,1994,Fawcett Books,http://images.amazon.com/images/P/0449217205.01.MZZZZZZZ.jpg,7.8,10
0345455207,Utopia,LINCOLN CHILD,2003,Fawcett,http://images.amazon.com/images/P/0345455207.01.MZZZZZZZ.jpg,7.8,10
0385489129,My Losing Season (Alex Awards (Awards)),Pat Conroy,2002,Nan A. Talese,http://images.amazon.com/images/P/0385489129.01.MZZZZZZZ.jpg,7.8,10
0688171621,Naked Pictures of Famous People,Jon Stewart,1999,Perennial Currents,http://images.amazon.com/images/P/0688171621.01.MZZZZZZZ.jpg,7.8,10
0312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),Steve Hamilton,2000,St. Martin's Minotaur,http://images.amazon.com/images/P/0312969198.01.MZZZZZZZ.jpg,7.8,10
0140390464,The Adventures of Huckleberry Finn (Penguin Classics),Mark Twain,1986,Penguin Books,http://images.amazon.com/images/P/0140390464.01.MZZZZZZZ.jpg,7.8,10
0751510114,Gridlock,Ben Elton,1992,"Acacia Press, Inc.",http://images.amazon.com/images/P/0751510114.01.MZZZZZZZ.jpg,7.8,10
1573227978,The Beach,Alex Garland,2000,Riverhead Books,http://images.amazon.com/images/P/1573227978.01.MZZZZZZZ.jpg,7.8,10
0375508562,The Demon in the Freezer : A True Story,RICHARD PRESTON,2002,Random House,http://images.amazon.com/images/P/0375508562.01.MZZZZZZZ.jpg,7.8,10
0316693642,Along Came a Spider,James Patterson,1993,Replica Books,http://images.amazon.com/images/P/0316693642.01.MZZZZZZZ.jpg,7.8,10
0061092827,Shades of Grace,Barbara Delinsky,1997,HarperTorch,http://images.amazon.com/images/P/0061092827.01.MZZZZZZZ.jpg,7.8,10
0140250913,The Coming Plague: Newly Emerging Diseases in a World Out of Balance,Laurie Garrett,1995,Penguin Books,http://images.amazon.com/images/P/0140250913.01.MZZZZZZZ.jpg,7.8,10
2266023039,La Nuit des temps,RenÃ?Â© Barjavel,1988,Pocket,http://images.amazon.com/images/P/2266023039.01.MZZZZZZZ.jpg,7.8,10
0515137200,Blindside,Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515137200.01.MZZZZZZZ.jpg,7.8,10
0876120796,Autobiography of a Yogi,P. Yogananda,1979,Self-Realization Fellowship Publishers,http://images.amazon.com/images/P/0876120796.01.MZZZZZZZ.jpg,7.8,10
3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,2002,Heyne,http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg,7.8,5
0812519655,Sacred Ground,Mercedes Lackey,1995,Tor Books,http://images.amazon.com/images/P/0812519655.01.MZZZZZZZ.jpg,7.8,5
0449245691,The Book of Lights,Chaim Potok,1997,Fawcett Books,http://images.amazon.com/images/P/0449245691.01.MZZZZZZZ.jpg,7.8,5
0671525794,The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books,http://images.amazon.com/images/P/0671525794.01.MZZZZZZZ.jpg,7.8,5
0140016821,Cider With Rosie,Laurie Lee,1978,Penguin USA,http://images.amazon.com/images/P/0140016821.01.MZZZZZZZ.jpg,7.8,5
0553583085,Kissed by Shadows (Get Connected Romances),Jane Feather,2003,Bantam Books,http://images.amazon.com/images/P/0553583085.01.MZZZZZZZ.jpg,7.8,5
0743457900,"Tinker, Tailor, Soldier, Spy",John le Carre,2002,Scribner,http://images.amazon.com/images/P/0743457900.01.MZZZZZZZ.jpg,7.8,5
0749930721,Hitched,Z. Barnes,1998,Judy Piatkus Publishers Ltd,http://images.amazon.com/images/P/0749930721.01.MZZZZZZZ.jpg,7.8,5
0743400720,The Camino,Shirley MacLaine,2000,Atria,http://images.amazon.com/images/P/0743400720.01.MZZZZZZZ.jpg,7.8,5
0679741410,Writers Dreaming: 26 Writers Talk About Their Dreams and the Creative Process,Naomi Epel,1994,Vintage Books USA,http://images.amazon.com/images/P/0679741410.01.MZZZZZZZ.jpg,7.8,5
0671896768,Crossover (Star Trek: The Next Generation),Michael Jan Friedman,1996,Star Trek,http://images.amazon.com/images/P/0671896768.01.MZZZZZZZ.jpg,7.8,5
0671720414,Generation Warriors,Anne McCaffrey,1991,Baen,http://images.amazon.com/images/P/0671720414.01.MZZZZZZZ.jpg,7.8,5
0553563343,Breath of Magic,Teresa Medeiros,1996,Bantam Books,http://images.amazon.com/images/P/0553563343.01.MZZZZZZZ.jpg,7.8,5
0553347233,The Beet Queen,Louise Erdrich,1989,Bantam Books,http://images.amazon.com/images/P/0553347233.01.MZZZZZZZ.jpg,7.8,5
0882893327,The Voodoo Queen: A Novel (Pelican Pouch Series),Robert Tallant,1983,Pelican Publishing Company,http://images.amazon.com/images/P/0882893327.01.MZZZZZZZ.jpg,7.8,5
0345441702,The Sicilian,MARIO PUZO,2001,Ballantine Books,http://images.amazon.com/images/P/0345441702.01.MZZZZZZZ.jpg,7.8,5
0671524968,LUCKY,Judy Collins,1986,Pocket,http://images.amazon.com/images/P/0671524968.01.MZZZZZZZ.jpg,7.8,5
0375413278,Rapture,SUSAN MINOT,2002,Knopf,http://images.amazon.com/images/P/0375413278.01.MZZZZZZZ.jpg,7.8,5
0671015842,Mr. Macgregor,Alan Titchmarsh,1999,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0671015842.01.MZZZZZZZ.jpg,7.8,5
0671637185,The RAGMAN'S SON,Kirk Douglas,1989,Pocket,http://images.amazon.com/images/P/0671637185.01.MZZZZZZZ.jpg,7.8,5
0345300807,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1984,Ballantine Books,http://images.amazon.com/images/P/0345300807.01.MZZZZZZZ.jpg,7.8,5
0345396669,Our Dreaming Mind,Robert L. Van De Castle,1995,Ballantine Books,http://images.amazon.com/images/P/0345396669.01.MZZZZZZZ.jpg,7.8,5
0345302575,The Smoke Ring,Larry Niven,1990,Del Rey Books,http://images.amazon.com/images/P/0345302575.01.MZZZZZZZ.jpg,7.8,5
0345401964,Exit to Eden,Anne Rice,1996,Ballantine Books,http://images.amazon.com/images/P/0345401964.01.MZZZZZZZ.jpg,7.8,5
0440229464,Crooked,TOM MCNEAL,2002,Laurel Leaf,http://images.amazon.com/images/P/0440229464.01.MZZZZZZZ.jpg,7.8,5
006000780X,Boy Still Missing : A Novel,John Searles,2002,Perennial,http://images.amazon.com/images/P/006000780X.01.MZZZZZZZ.jpg,7.8,5
